Seller ID,Category ID,Number of Ads Posted,Number of Buyers Who Viewed the Ads
99796,5,1,73
97253,1,1,78
26511,11,1,93
49930,1,1,54
38626,4,2,70
23522,8,1,31
85949,1,1,70
63417,1,1,38
25717,7,2,120
61856,5,1,37
78984,1,1,56
41086,13,1,16
68130,12,1,82
108287,8,1,9
31691,11,1,54
60309,3,1,2
9728,13,1,3
79651,5,1,70
107157,5,1,61
40977,11,1,33
38850,14,1,45
63362,4,1,95
4927,5,7,3
119496,2,1,35
94830,1,1,74
41221,7,1,40
113783,4,1,68
60730,7,1,78
92050,4,1,65
66451,5,1,21
110728,4,1,88
81679,7,1,38
37844,4,2,162
56281,7,1,10
26152,4,2,31
55161,5,1,33
16658,5,3,238
34891,4,2,63
52613,1,1,93
24791,5,2,40
37657,11,2,75
76811,4,1,49
90440,9,1,8
36608,8,1,31
69294,2,1,39
103093,3,1,24
58357,11,1,52
49870,5,1,67
15043,5,1,73
32677,5,2,191
111286,13,1,63
105768,5,1,95
66389,7,1,12
36328,2,2,93
11725,5,1,83
21099,5,1,21
51412,5,1,73
97714,1,1,15
113968,5,1,4
92304,10,1,52
11097,4,4,228
62829,5,1,57
122051,5,1,7
80633,1,1,87
105803,5,1,15
92593,8,1,81
9755,10,5,463
48848,11,1,52
67456,4,1,57
51818,1,1,57
68421,3,1,87
112709,4,1,57
21164,5,3,269
9999,2,1,60
62308,1,1,93
32695,5,2,146
67736,4,1,28
86920,4,1,4
85167,11,1,12
6334,1,6,269
120660,7,1,23
72572,4,1,37
68693,6,1,29
871,6,1,56
40195,5,1,8
86157,5,1,66
101108,11,1,89
17219,2,3,50
105691,14,1,57
32527,4,2,141
9285,13,5,5
57058,3,1,80
480,1,52,1166
68508,7,1,58
51421,1,1,53
48478,11,1,84
20787,13,2,155
110467,5,1,85
63176,8,1,64
99752,5,1,84
103117,4,1,9
7399,4,1,24
123231,5,1,21
29386,5,1,94
88832,7,1,71
48390,5,1,88
57478,4,1,55
115386,1,1,68
555,1,45,406
83188,10,1,42
78400,9,1,42
14872,8,1,9
100714,7,1,47
58630,3,1,61
102982,5,1,80
121625,8,1,77
97996,6,1,18
86675,7,1,38
40676,4,1,16
84330,12,1,47
50473,3,1,36
19514,4,3,21
111167,13,1,58
82160,5,1,75
19140,4,3,168
4070,4,8,400
114141,4,1,100
43163,7,1,62
106101,8,1,100
116957,1,1,96
92556,7,1,25
32815,3,1,65
83227,7,1,96
75810,7,1,85
88345,6,1,99
49134,5,1,13
42192,7,1,32
74960,4,1,16
25566,7,2,6
20974,6,1,70
86917,3,1,91
75001,11,1,30
91904,1,1,7
69166,11,1,95
27218,2,2,171
75147,4,1,82
112123,7,1,90
23460,7,2,48
53824,11,1,85
39377,10,2,113
60523,5,1,71
48989,2,1,80
30905,7,1,18
17528,6,2,174
107053,1,1,89
17264,6,3,227
82377,13,1,21
20067,4,3,225
57495,13,1,97
33640,10,2,149
30794,6,2,9
81801,3,1,56
46110,7,1,69
37705,2,1,44
8833,7,5,292
20100,13,3,144
39953,4,2,182
45206,6,1,97
11769,3,2,196
3332,3,3,158
71222,13,1,65
6894,6,6,483
68935,4,1,66
105118,5,1,72
88025,4,1,16
106396,6,1,75
1276,4,3,148
41694,7,1,55
45618,10,1,38
36353,2,2,194
29003,8,2,136
47360,4,1,47
18847,4,3,243
40040,5,1,25
110321,11,1,72
84534,11,1,79
105660,4,1,26
101810,9,1,13
113990,1,1,45
106578,13,1,18
30242,13,2,152
30096,5,2,167
71899,5,1,48
69097,11,1,41
12632,2,4,149
17692,11,1,16
114888,4,1,58
115723,7,1,11
77043,5,1,39
81003,4,1,42
42397,7,1,77
105252,7,1,71
13215,3,2,197
21858,5,2,133
116602,6,1,2
64118,11,1,96
122738,10,1,79
15006,3,3,148
13740,5,3,227
57461,5,1,33
22266,5,2,105
54240,5,1,71
64807,6,1,17
120352,4,1,61
32920,1,2,79
13544,7,3,65
87241,6,1,25
55083,5,1,39
121202,6,1,35
98454,8,1,100
42341,11,1,85
51745,4,1,63
32771,13,2,184
103908,4,1,5
93319,6,1,46
11442,5,4,231
85899,5,1,52
73165,5,1,79
100155,2,1,96
37492,2,2,143
1314,7,5,460
10409,3,1,7
36249,7,2,153
33032,2,2,120
69486,7,1,18
61549,10,1,37
100993,4,1,70
27211,6,2,27
108396,6,1,48
92228,7,1,52
116970,10,1,69
25073,4,1,56
2970,4,1,46
56149,4,1,31
26344,9,1,50
104844,6,1,4
122607,4,1,57
9352,7,5,236
79518,6,1,38
21958,6,2,1
71113,3,1,1
14986,7,3,211
51029,7,1,53
121167,8,1,83
107433,2,1,23
3369,6,2,158
69928,13,1,97
69963,7,1,72
47359,1,1,28
73630,7,1,42
60429,2,1,35
42441,3,1,37
19613,7,3,237
73758,13,1,19
55327,1,1,91
29409,4,2,34
27276,4,2,196
120556,11,1,66
118406,5,1,18
74150,12,1,42
101445,1,1,32
19237,1,3,99
119651,7,1,39
105362,5,1,11
40586,6,1,6
14613,7,3,56
63328,7,1,1
79913,1,1,43
52058,5,1,60
81978,7,1,52
8404,7,3,247
61485,4,1,50
57627,1,1,22
579,1,43,1901
105663,5,1,97
17047,5,3,197
14250,4,1,96
75483,7,1,11
24254,3,2,5
41806,5,1,19
8980,2,5,169
89892,4,1,19
76595,7,1,33
51965,4,1,25
85131,5,1,87
1799,8,1,19
48342,2,1,12
4777,11,7,295
99059,11,1,61
36964,7,2,33
23876,2,2,72
34923,5,2,150
63662,5,1,52
54328,5,1,21
106804,7,1,34
81937,5,1,71
75590,6,1,83
68191,1,1,53
82367,2,1,97
117727,5,1,86
3753,2,9,836
69143,2,1,58
61337,5,1,98
38846,6,2,24
69691,4,1,65
54514,3,1,26
89517,5,1,92
5983,7,6,496
96844,5,1,72
34415,5,2,169
94195,11,1,99
84473,1,1,12
115666,7,1,21
14159,2,1,54
22374,4,2,149
109767,1,1,50
12895,8,4,216
15852,1,3,282
32857,3,2,133
60370,3,1,28
56401,3,1,41
64127,5,1,93
31970,4,2,159
26947,2,1,31
24633,11,2,173
2979,1,1,54
2754,3,9,651
87936,1,1,82
100410,2,1,55
4979,3,1,37
77599,1,1,2
95531,1,1,33
23604,6,2,143
1115,3,22,351
105864,3,1,89
93697,2,1,43
25793,5,2,51
8092,3,1,18
65388,5,1,98
231,4,112,8008
116785,5,1,56
113197,10,1,31
93939,5,1,42
68564,8,1,55
63960,7,1,58
5955,7,1,57
17637,7,3,41
7935,8,1,9
37098,11,2,138
103429,11,1,94
15517,4,1,81
63238,7,1,3
39978,7,2,95
98601,13,1,58
31012,7,2,158
68039,1,1,51
10855,13,1,92
61780,7,1,63
108275,4,1,35
96393,5,1,81
71274,12,1,58
77375,2,1,94
9668,4,1,31
6815,13,4,317
99909,10,1,89
51914,4,1,62
18552,4,3,195
43169,5,1,5
8630,2,5,420
72746,12,1,42
42463,8,1,53
118937,5,1,39
112876,4,1,82
52454,12,1,42
10225,5,4,242
122038,4,1,27
4505,7,7,246
6451,7,1,33
39146,11,2,106
23806,13,1,52
8111,7,5,410
43844,7,1,87
22018,1,2,97
10354,4,4,237
16846,7,3,206
35809,4,2,76
87724,2,1,59
38447,6,2,127
8677,7,5,136
63342,2,1,76
70015,2,1,54
66265,4,1,23
114530,11,1,60
81251,4,1,98
40908,1,1,57
22461,6,2,114
118936,3,1,18
108909,7,1,6
34794,7,2,200
34152,2,2,25
7817,8,5,174
33463,5,2,99
44869,7,1,26
80525,1,1,25
89241,4,1,39
101632,9,1,33
2307,5,11,222
34774,7,2,199
14186,2,1,1
55401,4,1,83
7143,7,6,215
44532,5,1,72
15037,11,3,134
39375,4,2,18
98788,10,1,80
103215,5,1,62
51759,3,1,1
119441,2,1,37
41105,4,1,73
44611,7,1,10
14018,10,1,73
21676,7,2,191
17943,10,3,288
20313,5,3,101
6756,10,2,127
17531,1,3,3
98408,5,1,6
21518,4,1,66
107813,8,1,48
89362,10,1,63
95278,8,1,35
82360,5,1,21
49806,5,1,4
104446,10,1,85
78674,8,1,84
33725,13,2,86
111828,5,1,41
78930,7,1,64
78000,2,1,33
32219,12,2,73
96708,2,1,62
55649,4,1,96
29166,13,2,50
9914,3,4,193
94650,1,1,84
57730,3,1,45
115248,3,1,56
18717,6,1,43
90758,1,1,29
71675,2,1,47
4940,5,7,181
57651,4,1,43
38631,11,1,11
101631,9,1,30
12000,4,1,100
4060,5,3,215
107037,4,1,88
102033,4,1,27
119161,10,1,70
121264,5,1,23
6524,7,4,84
12615,4,4,175
97785,1,1,75
51828,11,1,5
100667,10,1,78
9524,13,5,13
94237,11,1,8
37920,11,2,182
22371,2,2,151
50849,4,1,43
9204,7,5,86
21596,7,2,97
123102,5,1,97
50165,7,1,92
47966,2,1,52
120189,11,1,94
109720,6,1,52
28920,6,1,74
38105,12,2,119
102869,1,1,49
18226,5,3,190
4868,2,1,69
13886,13,1,5
66030,5,1,3
45038,2,1,36
121420,10,1,61
119145,5,1,79
21874,6,1,31
72869,2,1,1
64712,5,1,24
62382,5,1,27
41118,2,1,33
111409,5,1,80
45659,7,1,71
68700,7,1,56
111421,4,1,32
55501,4,1,24
13366,8,3,205
52861,5,1,51
7151,7,6,496
4881,1,7,130
35384,5,2,32
40387,4,1,27
30958,13,2,128
107923,8,1,12
115485,5,1,94
34676,6,1,71
51158,10,1,91
60247,7,1,60
54930,2,1,79
114582,2,1,81
16226,2,2,193
86839,11,1,50
24683,4,2,146
31574,3,1,95
77893,2,1,98
27497,5,2,68
78934,6,1,61
19202,11,3,296
89891,7,1,91
46410,11,1,47
13700,13,3,162
30598,11,1,83
120610,1,1,32
94483,5,1,74
50640,7,1,19
75985,5,1,63
6563,13,6,530
86367,1,1,24
114478,11,1,66
19872,5,3,83
48265,5,1,68
66410,1,1,85
15063,4,1,6
54127,1,1,81
3174,2,10,189
87479,6,1,35
69349,6,1,3
62333,1,1,89
111946,4,1,51
103157,3,1,10
120405,2,1,70
28009,4,1,37
45769,7,1,56
8623,8,5,424
27347,4,2,35
43665,4,1,100
12792,6,4,353
61969,5,1,48
5694,7,6,265
5915,7,6,391
1858,5,13,1049
71752,4,1,60
59028,5,1,31
24396,4,2,97
50471,3,1,4
71256,4,1,54
69163,4,1,2
67046,5,1,44
73148,8,1,92
37211,7,2,198
48524,10,1,20
54578,11,1,87
12140,13,1,46
83327,11,1,34
1474,5,17,215
7784,3,1,100
47892,5,1,99
55909,6,1,85
45101,3,1,97
30290,2,1,49
5932,4,1,42
43420,2,1,17
43196,6,1,32
75398,5,1,46
118925,5,1,38
75909,5,1,100
2417,13,10,386
46796,3,1,98
22385,2,1,67
2041,10,12,897
68524,5,1,69
6825,6,2,4
89353,6,1,49
24787,4,2,91
48278,10,1,99
31835,5,1,24
7103,7,6,11
27030,4,2,142
100786,1,1,85
11129,5,4,346
8900,5,2,174
83035,4,1,75
2465,4,1,53
39053,4,2,162
20752,3,1,24
20659,4,3,149
46588,6,1,26
17523,8,3,131
49666,8,1,34
27116,5,1,12
85809,5,1,16
16787,4,1,31
59696,5,1,9
32296,13,1,13
57936,10,1,49
110311,6,1,82
48931,5,1,97
41590,7,1,73
122003,4,1,91
84502,6,1,84
64351,1,1,31
62995,5,1,37
87819,1,1,89
66970,10,1,96
68672,4,1,45
24831,11,1,79
18661,2,1,82
32461,4,2,164
11000,10,4,53
101229,1,1,57
17369,10,3,199
45601,13,1,48
65077,5,1,76
11342,3,4,56
37216,4,2,72
7633,2,4,28
97341,12,1,79
63816,7,1,17
7313,2,6,320
111513,4,1,97
21108,6,1,14
83080,6,1,67
46975,11,1,23
24757,4,2,53
116654,5,1,89
80351,5,1,61
114282,1,1,28
46797,5,1,61
44644,1,1,66
100300,11,1,94
39344,13,2,193
51874,1,1,23
23291,6,1,19
12474,7,4,120
57789,4,1,43
9003,5,2,136
54781,7,1,46
112260,5,1,9
86609,10,1,5
23502,2,2,62
43726,11,1,93
79873,7,1,8
2064,3,1,46
97518,4,1,53
7417,4,1,61
13368,4,1,38
66877,1,1,59
91778,7,1,13
21877,7,2,87
16333,8,3,103
108064,10,1,98
56488,11,1,79
83985,7,1,96
45089,3,1,80
21816,2,1,51
51619,5,1,1
69866,6,1,27
14473,4,2,119
59245,7,1,23
28257,4,1,90
12650,13,4,127
91008,8,1,29
11021,7,2,77
86646,13,1,61
35995,12,2,185
16028,3,3,205
67034,4,1,1
114908,7,1,75
105491,11,1,5
14583,5,3,212
11575,3,1,93
25250,5,2,92
33627,10,2,87
17717,7,2,156
49066,7,1,76
42291,4,1,74
2727,2,10,508
68944,7,1,41
23505,10,2,93
123334,10,1,8
15988,7,3,86
46934,6,1,21
23292,3,1,24
39185,6,1,83
24625,13,2,74
57855,4,1,44
46612,5,1,61
119060,5,1,30
38259,4,2,172
34762,3,2,72
107504,10,1,82
37039,2,2,193
84405,10,1,12
62946,4,1,88
23751,6,1,60
29644,9,2,147
14842,5,1,17
82736,3,1,15
118881,1,1,91
9186,10,5,280
21238,11,1,77
68584,7,1,2
87917,11,1,7
13086,6,1,62
15726,13,1,18
65766,5,1,33
105310,5,1,98
48284,7,1,8
43934,7,1,43
85645,3,1,8
21965,5,2,119
107590,5,1,92
81315,10,1,93
27969,4,2,168
15479,8,3,81
28510,11,2,2
19934,7,3,200
84149,5,1,40
31208,5,2,112
20073,8,1,59
66007,4,1,11
49063,4,1,42
4215,6,2,140
17142,11,3,213
18772,2,3,41
55637,4,1,20
15173,11,1,81
35696,3,1,39
29615,2,1,92
5724,4,1,98
107160,3,1,71
6949,8,3,288
116632,6,1,93
98246,5,1,28
75063,10,1,46
2226,4,11,703
103264,4,1,75
85180,4,1,25
1743,11,6,421
12354,7,2,57
55691,7,1,2
117179,4,1,7
56752,11,1,78
11955,7,1,94
19323,7,1,70
106461,5,1,17
58065,13,1,66
35594,8,2,41
32913,8,2,120
65532,7,1,61
49069,6,1,13
93986,2,1,98
51307,7,1,48
102201,7,1,12
81161,1,1,63
98702,5,1,41
74716,5,1,85
4509,10,7,241
89123,7,1,55
50914,4,1,97
24952,4,2,51
10754,5,1,74
51043,4,1,18
107616,7,1,13
66937,13,1,12
106707,2,1,29
87976,1,1,61
110008,5,1,21
37789,5,2,174
37265,1,1,23
14791,6,1,29
112137,5,1,39
19337,5,3,198
59709,1,1,30
42003,7,1,96
109359,7,1,98
38073,3,1,36
16181,5,1,29
48396,1,1,57
118090,5,1,52
14187,7,3,241
113007,6,1,43
15341,5,3,140
69184,10,1,74
89674,13,1,48
107399,4,1,54
62696,4,1,51
109538,2,1,15
101070,1,1,61
53524,4,1,67
50424,6,1,34
81019,10,1,88
106142,5,1,2
58937,2,1,44
20425,11,3,235
60216,6,1,11
44215,10,1,57
93368,6,1,48
64791,5,1,42
107612,5,1,42
49170,7,1,15
40410,1,1,36
33648,7,2,70
95647,5,1,100
58602,4,1,59
2231,13,10,366
31751,3,1,12
113293,5,1,17
47806,6,1,74
46398,7,1,46
80987,1,1,45
1293,10,19,38
18187,4,3,136
64621,13,1,54
84388,11,1,46
33159,3,2,56
45781,4,1,66
47315,6,1,21
86572,6,1,96
112737,5,1,33
53124,7,1,11
31006,7,1,82
83153,2,1,82
49887,6,1,96
16351,11,3,276
104757,5,1,7
118792,11,1,95
34119,5,2,61
61815,1,1,93
70938,5,1,37
82848,4,1,37
68976,13,1,4
69686,7,1,58
86687,1,1,21
106116,3,1,36
41804,5,1,83
30595,4,2,99
59853,1,1,8
104363,2,1,88
63473,3,1,92
53613,5,1,12
51168,5,1,1
33599,7,2,108
53771,4,1,100
72912,5,1,41
84098,4,1,19
24421,8,2,100
32113,6,2,129
80651,6,1,10
122629,12,1,38
22006,7,2,102
57231,5,1,23
105545,7,1,66
72056,5,1,64
75705,9,1,74
2990,2,10,857
1743,7,7,450
60356,14,1,27
79577,10,1,60
46529,3,1,99
120437,3,1,3
9605,7,5,215
84083,11,1,52
72479,2,1,54
90709,1,1,76
15844,4,1,95
96911,2,1,83
3795,3,3,249
94770,11,1,71
45532,5,1,56
3335,4,9,424
44977,6,1,87
55867,7,1,9
101704,14,1,23
12364,4,4,4
5723,10,1,46
42890,5,1,70
86274,4,1,87
107705,7,1,58
56783,5,1,88
14096,2,3,276
5918,5,1,46
110613,10,1,75
52341,5,1,77
59513,6,1,87
97663,5,1,84
7024,4,2,172
102038,2,1,28
114556,5,1,70
14706,7,3,202
36456,5,2,4
8203,4,5,410
591,10,42,2604
83018,5,1,82
108918,3,1,56
39406,11,2,79
68929,4,1,11
16229,5,3,250
17691,7,3,243
71447,1,1,60
90857,11,1,28
21982,13,2,54
72162,11,1,89
93456,13,1,43
24061,8,1,1
21731,10,1,86
52897,1,1,91
39954,8,2,39
77906,2,1,69
70941,6,1,5
4101,5,8,640
9437,11,5,271
83048,3,1,77
103433,1,1,44
79941,7,1,79
68181,4,1,49
38360,7,2,88
98586,5,1,72
22384,11,2,91
106510,9,1,46
10298,2,4,315
89877,5,1,69
6598,6,6,162
18559,6,3,268
50370,5,1,10
118860,6,1,61
18783,4,3,118
1731,7,15,439
8655,13,1,34
33505,6,1,60
115512,7,1,98
2821,5,1,67
32393,2,2,195
63356,2,1,58
89422,10,1,46
49873,13,1,62
111915,4,1,19
50768,7,1,52
13824,11,3,34
102853,7,1,1
74272,13,1,19
6833,6,3,126
4003,4,1,87
97685,7,1,30
97834,5,1,34
123081,5,1,87
38163,4,1,36
118626,10,1,91
54284,6,1,70
11558,7,4,358
6301,11,1,67
2801,13,10,706
83720,5,1,100
98944,1,1,65
4807,4,1,76
33587,5,2,193
14833,7,3,136
86069,2,1,35
63118,4,1,3
21839,6,1,67
58349,5,1,9
110278,4,1,27
95237,10,1,63
8171,2,5,250
24804,10,2,41
68408,4,1,49
14066,5,3,18
7376,6,5,360
105390,1,1,2
1417,1,18,1356
31902,4,2,25
52935,1,1,50
70737,5,1,60
95320,1,1,20
25492,5,2,54
31864,5,2,134
18776,5,3,154
37516,1,2,161
99315,6,1,8
62318,5,1,67
81093,4,1,61
93216,6,1,36
77201,10,1,70
9444,6,5,288
39871,5,2,160
93552,5,1,39
67576,7,1,73
90500,4,1,1
35516,7,2,160
63049,7,1,73
95229,5,1,39
33363,10,2,41
45913,4,1,90
122180,10,1,66
47532,5,1,30
2262,4,3,125
67841,2,1,96
5785,3,1,42
63883,4,1,67
100725,2,1,83
9008,3,5,296
66285,1,1,93
91504,1,1,30
55281,5,1,60
20830,7,3,293
3906,11,1,98
29962,1,2,166
21289,4,1,60
111529,11,1,81
104375,2,1,22
113250,4,1,69
11001,3,4,168
69643,10,1,52
92370,10,1,48
6148,4,5,237
98867,4,1,100
89976,1,1,86
20816,2,1,90
118545,1,1,86
11281,2,4,286
57920,11,1,6
33701,2,2,26
34029,4,1,15
5431,2,1,92
17465,13,1,42
112238,4,1,10
25418,4,2,65
47731,4,1,29
120050,7,1,63
30145,8,2,28
14108,11,3,236
56822,11,1,54
109931,3,1,86
57404,2,1,37
38635,7,2,142
67289,7,1,71
105546,5,1,26
96588,4,1,32
8569,8,1,20
37934,4,2,135
54991,5,1,77
18400,7,1,7
87573,4,1,99
113064,1,1,35
71138,7,1,1
75008,11,1,75
60040,5,1,11
66269,1,1,70
45080,4,1,28
27364,5,2,81
90727,5,1,68
92003,4,1,48
65081,5,1,78
105120,6,1,1
122643,1,1,98
122083,12,1,87
69257,4,1,15
60250,1,1,77
97967,8,1,74
87463,3,1,58
104519,3,1,30
22358,11,1,48
28106,5,2,15
15843,6,1,87
23423,5,2,135
62080,8,1,55
80655,5,1,12
23642,5,1,76
45185,5,1,53
116468,2,1,15
87404,6,1,6
75335,2,1,55
37302,4,2,98
2507,13,11,706
117886,1,1,29
45473,3,1,62
60220,1,1,88
110032,11,1,82
72484,1,1,18
8746,13,2,171
62652,1,1,37
108866,5,1,25
19148,5,1,56
63456,6,1,14
23339,8,1,15
32589,13,1,58
101075,5,1,92
107546,4,1,88
9855,3,4,264
51679,1,1,35
22222,4,2,51
28576,13,2,58
38245,5,2,60
78860,11,1,27
71372,5,1,22
17355,7,1,2
64107,13,1,81
106967,5,1,77
44706,7,1,4
91565,11,1,24
12539,13,4,122
80312,5,1,83
25478,4,2,159
54033,10,1,49
11772,5,1,49
28316,5,2,45
39881,5,2,118
70754,5,1,90
58287,5,1,17
9347,13,3,181
12930,4,4,33
65986,3,1,12
70544,10,1,88
6606,4,6,133
116895,4,1,42
51416,10,1,60
37622,11,1,62
107206,4,1,28
77414,7,1,71
117535,7,1,65
53174,5,1,5
71316,7,1,14
58359,7,1,15
62832,5,1,51
43945,6,1,26
29186,6,2,85
73098,7,1,75
114069,7,1,90
53900,5,1,31
26453,3,2,83
21256,13,1,12
91477,2,1,44
3031,3,10,877
27829,11,2,22
107277,5,1,68
11907,5,4,97
16008,11,3,14
70223,12,1,90
110316,4,1,61
60685,5,1,71
47863,1,1,56
116830,3,1,74
76746,1,1,95
44709,7,1,77
34498,2,2,12
37045,2,2,91
110209,11,1,57
16415,8,3,174
114294,10,1,92
45766,7,1,6
52016,10,1,12
8377,5,1,93
68913,7,1,23
36236,4,1,96
119117,5,1,45
28798,7,2,36
85654,5,1,99
57034,7,1,78
68404,2,1,20
21884,5,1,28
37749,3,2,4
786,3,1,77
46493,7,1,90
49183,5,1,54
91867,1,1,84
113439,5,1,33
75491,2,1,73
33765,3,2,85
41771,2,1,43
11842,11,3,29
52330,1,1,7
37933,6,2,112
66510,11,1,56
33880,5,2,169
822,6,1,93
23589,3,1,49
55160,4,1,70
52015,10,1,40
23302,2,1,63
21551,1,1,42
94394,4,1,8
55248,3,1,76
111377,2,1,12
86347,1,1,94
52568,5,1,86
78939,6,1,39
58675,6,1,99
63243,6,1,53
32408,11,2,116
4900,2,3,102
58844,1,1,58
103128,1,1,21
15541,13,1,11
28340,11,2,12
66332,4,1,1
69299,7,1,43
56767,7,1,12
1145,8,21,94
92377,2,1,28
117433,4,1,53
65337,2,1,39
37150,6,1,53
30152,2,2,86
83695,5,1,49
116257,1,1,22
80906,5,1,60
107202,5,1,87
101134,6,1,84
120837,7,1,67
21268,5,3,272
2939,5,10,457
80814,1,1,51
68168,7,1,11
55100,6,1,68
12950,4,4,220
16952,5,1,76
90967,8,1,13
76984,2,1,28
71605,5,1,39
81397,3,1,67
38561,5,2,22
30182,2,2,62
19580,7,3,31
42170,3,1,82
34782,10,2,105
59003,6,1,98
41853,5,1,78
66334,7,1,68
33195,4,2,12
14432,2,1,63
114765,6,1,36
106454,6,1,22
104177,5,1,78
79462,5,1,94
95335,1,1,8
14447,4,3,164
25794,5,1,9
88416,2,1,99
19410,7,2,149
17998,13,1,32
115181,6,1,22
89471,6,1,95
38644,2,1,18
90441,5,1,91
41431,4,1,14
26919,1,2,134
18899,2,3,124
49401,7,1,45
102863,11,1,80
34751,1,2,196
77792,6,1,28
122072,5,1,93
73534,2,1,88
88818,7,1,32
21763,13,1,44
34194,11,2,106
1312,6,2,62
35942,5,2,124
23339,7,2,127
81443,7,1,31
107538,7,1,84
62078,8,1,71
5482,3,7,253
67990,13,1,19
5909,3,1,24
52950,6,1,89
63396,3,1,36
46201,3,1,19
56683,7,1,45
108165,5,1,40
13371,6,1,89
30332,7,2,177
17778,13,3,52
20276,7,3,290
81835,5,1,50
91399,3,1,43
104689,1,1,47
16955,4,3,35
35102,7,1,7
28557,6,1,48
10148,4,4,206
50733,6,1,66
68258,11,1,15
6673,3,1,48
99745,2,1,96
121058,1,1,28
37991,5,2,74
31681,5,2,47
35522,2,2,77
55503,5,1,18
21645,8,2,130
94249,3,1,8
48542,4,1,53
47771,12,1,99
110856,5,1,41
70875,3,1,45
39505,4,2,70
119713,5,1,39
21669,10,2,95
11257,8,4,2
15649,3,3,12
115822,4,1,11
48643,5,1,69
63631,13,1,91
89358,5,1,39
79325,4,1,74
52318,5,1,13
108534,11,1,36
100682,3,1,37
104079,4,1,22
35277,7,2,50
44807,12,1,43
93546,13,1,78
95452,3,1,79
7930,1,5,306
10501,2,2,21
5763,7,1,21
71025,5,1,23
101171,6,1,33
51667,6,1,12
4605,5,1,79
24163,7,2,88
64126,9,1,15
77926,2,1,63
44245,10,1,52
24134,5,2,157
69546,7,1,77
84570,4,1,89
107984,4,1,56
73195,7,1,22
8486,10,3,267
87631,1,1,94
42931,7,1,99
53370,5,1,27
97750,13,1,84
114933,13,1,71
107008,1,1,38
64272,4,1,96
24722,13,2,186
488,1,51,2616
2759,2,10,467
22139,2,2,152
118408,6,1,46
44188,5,1,47
80606,5,1,64
69404,1,1,74
4578,1,7,14
45153,6,1,70
119133,5,1,69
25124,12,1,82
69584,4,1,93
110902,11,1,95
64054,5,1,51
102193,5,1,89
60474,4,1,37
86672,5,1,14
85264,1,1,10
113446,2,1,77
38223,4,1,87
57919,13,1,84
30466,5,2,200
3122,5,1,84
109751,7,1,69
62851,1,1,17
2679,3,3,255
62849,11,1,2
15361,11,3,94
18801,7,1,82
80215,3,1,19
70438,7,1,7
11830,7,4,84
21215,4,3,288
72794,8,1,99
24572,5,2,200
105499,4,1,33
111652,5,1,51
68240,5,1,10
17864,2,3,118
37971,7,2,82
36506,7,2,200
74624,6,1,30
109274,4,1,2
33432,1,2,109
2634,6,1,74
30675,1,2,175
42689,1,1,73
121674,12,1,59
83415,5,1,43
4156,8,6,295
66640,1,1,47
97743,3,1,49
21099,8,3,104
12538,3,1,74
78812,6,1,96
20738,4,1,46
48215,7,1,91
37914,8,2,22
31561,7,1,14
106782,5,1,28
115360,13,1,85
12702,2,1,8
78667,7,1,74
6452,2,6,445
47882,5,1,65
109018,1,1,29
47844,1,1,7
42475,5,1,93
96340,5,1,77
102532,3,1,30
37202,3,1,96
109933,4,1,83
45331,5,1,72
31509,3,2,117
41970,5,1,58
68888,12,1,84
100397,7,1,58
1754,8,14,1321
14094,2,3,64
24318,1,2,193
16155,13,1,51
70919,13,1,83
54668,1,1,40
11798,13,4,166
84074,5,1,45
6608,1,6,102
3197,11,10,262
74060,10,1,16
56484,8,1,88
85382,7,1,22
49465,6,1,82
93149,4,1,24
64407,8,1,96
6767,4,6,392
54304,3,1,76
52130,8,1,100
83001,4,1,69
7914,2,5,165
100489,5,1,5
62923,5,1,94
66033,2,1,57
88068,13,1,37
68049,11,1,83
13925,4,1,10
113397,5,1,42
79056,6,1,36
112636,10,1,68
3982,11,8,38
46948,10,1,64
14014,13,3,89
87797,2,1,7
75447,5,1,69
27646,2,2,172
33865,4,2,26
29166,2,2,52
88564,10,1,32
47487,7,1,47
7502,2,2,96
36300,3,2,64
61178,4,1,73
86814,2,1,77
41167,3,1,22
17584,13,1,48
50336,1,1,82
33308,2,1,16
50513,7,1,58
83797,4,1,12
36728,11,1,6
88707,7,1,13
58970,6,1,41
104467,4,1,75
92013,11,1,52
7515,2,5,370
30807,3,2,118
3075,13,10,168
108053,10,1,92
95909,4,1,51
63671,4,1,49
10099,7,4,354
9821,4,5,414
26760,6,2,176
31307,5,2,80
30649,1,1,47
27227,1,2,164
64747,6,1,60
1925,7,13,9
56356,7,1,65
73207,5,1,49
32427,7,2,81
59244,5,1,9
82875,2,1,15
10483,11,4,130
84030,4,1,55
107149,5,1,76
32229,5,2,27
90870,4,1,38
91000,5,1,38
60340,5,1,45
32554,10,2,33
46446,2,1,69
48473,13,1,17
69946,7,1,5
67069,4,1,5
109727,1,1,100
16061,2,3,194
116637,10,1,94
119512,2,1,67
14724,4,2,139
57274,4,1,57
18562,5,3,65
20935,4,3,18
12078,11,4,108
52150,5,1,33
41829,11,1,44
85027,1,1,49
103505,1,1,58
98158,5,1,70
106046,5,1,39
62520,1,1,76
8741,2,1,9
98224,7,1,70
65469,2,1,63
105983,11,1,14
29415,7,1,43
72010,7,1,33
19308,10,1,71
36096,3,1,9
9645,13,5,19
94369,4,1,2
5249,6,3,152
56674,5,1,25
